content,language
"Беспредел в регистратуре Ужасно халатное отношение к мед. картам, Постоянно они их теряют.",ru
"Как удобно покрывать все политикой. Нарушаешь закон, крадешь спиртзавод, создаешь беспорядки и т.д., а если тебя за это нарушения закона хотя наказать, то удобно прикрыться что тебя преследуют по политическим мотивам. Вообще ожидаемо от Немцова.Что поделать если у нас в оппозиции люди которые нарушают закон и не хотят за это отвечать, строят из себя святых  Надеюсь, Пономарев не одобряет решение Немцова? Ведь, по сути, Немцов - его полный идеологический противник.  Жопа прикрыта неудачно.Заявитель по таким делам о коррупции не обязателен, и дело возбуждается по факту.Срок давности не истек. Никогда не имел..  и подобное легко перекрывается многолетним пользованием  грантами  и взятками со стороны зарубежных агентов.",ru
"это бюджетный скромный отель, но соотношение цена - качество - отличное. номера выполнены в белых тонах и весьма скромны. меня заселили ранее срока и подарили комплиментарную бутылку колы. отношение было хорошим, завтрак - неплохим",ru
"Магические элементалы, например. )",ru
"Когда конкурирующие группировки Горбачева и Ельцина безоглядно чего только не раздавали направо и налево, пытаясь завоевать сторонников! Сделав СМИ и журналистов в правовом поле практически неприкосновенными, эти законы обрекли их на разборки и месть за пределами права. А распространившиеся в СМИ безграмотность (и языковая, и очень многие иные), пошлость, засилье  чернухи , скандалов и  гламура , практически полное отсутствие в новостях так называемого  позитива  - всё это и многое другое разве не имеют одной из причин именно такое законодательство о прессе?Что же до  максимальной свободы , то укажу на один простой факт, совсем недавно сильно меня изумивший. Некоторое время назад я совершенно случайно попал под утро на передачу о Юлиане Семенове на Первом. И, открыв рот, выслушал версию, связывавшую его инсульт осенью 1990 года со смертью примерно в то же время его заместителя и тогдашним же убийством священника Александра Меня (безо всякой связи с чем-либо религиозным). И не в том дело, верна ли эта версия, или не верна, а в том, что ничего похожего в то время в прессе не появилось. Хотя смерть Меня была очень и очень популярным в СМИ событием, не отписывались по нему только самые ленивые.Так лично моя иллюзия максимальной свободы СМИ в рассматриваемый период была разрушена напрочь.  Ау !!!СМИ, где вы???Сколько вам платят как иностранным агентам?Россия была нейтральной в гражданской войне 2008 года в Грузии.Открытое обращение-67 к В.",ru
"Скажем, сталинская цифра советских потерь в ВОВ. Конечно, можно возразить, что-де приведённая справка - документ управленческий, т.е. в ней не место пропаганде и очковтирательству. Но тогда возникает сомнение иного рода: документ, составленный по горячим следам, a priori не может быть точным.2. Не, мне, конечно, не сложно самому посчитать, но. всё-таки хотелось, чтобы Вы, как автор утверждения, приводили сопоставимые данные, т.е., если речь изначально идёт о сверхсмертности в абсолютных показателях, то для отслеживания тенденции указывать абсолютные цифры за предшествующий период, а не относительные данные в промилле.3. Сразу не уточнил, поэтому спрошу сейчас: почему в расчёте демографических потерь от голода Вы не учитываете сокращение рождаемости?  вот эти  все  в дерьме пополам с кровью и сидят сто лет почти...  До 17-го обычная смертность была высока.  Что за хрень?  Остановка экспорта хлеба и снижение плана по заготовке для Украины, подписанное лично Сталиным - вполне себе помощь со стороны государства.А самая главная помощь со стороны государства - это УКРУПНЕНИЕ сельскохозяйственного производителя. Оно вырвало крестьян из порочного круга  самообеспечения внатяг  и не дало кулакам приватизировать эффекты укрупнения.  Верно. Любое негативное событие в стране - валим всё на Сталина.",ru
"Прекрасный отель в центре, обслуживание на уровне, завтраки соответсвуют стандартам Хилтона, причем в этом отеле они уже включены в стоимость номера. Бесплатный WiFi в номерах. Один минус, в номерах (может не во всех, но в нашем не было) нет минибара. Лучше брать номер на верхних этажах, с балконом. Совсем рядом известный Берлинский зоопарк, обязательно сходите с детьми!",ru
"они вместе - напал один, значит есть вероятность того, что нападет другой. закон не ставит обязательность условия, что непременно должно быть сначала нападение, а потом уже оборона и крайняя необходимость. достаточно реальной угрозы такого нападения. реальная угроза присутствовала  она что, снайпер что ли? студентка плешки, там стрелять не учат, кто не спрятался, тот и виноват! а если бы у неё был калашников (с)  в унисон с гутником. эх  саш, с субъективной стороны - реальная и непосредственная угроза присутствовала? раз напал один с ножом? от второго присутствовала угроза нападения? я о субъективной стороне исключительно сейчас  для начала, откуда вы взяли про три ножевых ранения ?    не, ну судьи с ментами у нас известно кто, так что я особо за их версию надрываться не буду, конечно. но защита, по-моему, тоже сказки рассказывает.  игорь ! там не было нападения. там было взаимное побоище.  по тому, как пишут, тоже стреляла.",ru
"На что деньги? Стажировка как бы оплачивается, да и родители обычно учащихся детей содержат, это нормально.",ru
"Местоположение - шикарное, около исторического центра города. Остановка трамвая - в 2 минутах ходьбы. Номера уровня 5 звезд, персонал - готов выполнить любые ваши прихоти. Завтрак очень вкусный. Советую на 100%",ru
"Брали отель только для одной ночевки. Приехали в отель в первом часу ночи - оформление довольно быстрое. Один из плюсов близость к станции метро Владыкино (около 5 минут пешком), хотя окружающий район далеко не самый лучший для Москвы. В номерах эконом все скромно, но достаточно чисто. Да и за такую стоимость номера что-то требовать большего не уместно.Завтрак - вроде выбор не маленький, но качество оставляет желать лучшего, опять же соответствует цене.",ru
"За третьим только к нему Низкий поклон Семенихину Г. А. Если за третьим, то только к нему. После, в послеродовом, на низшем уровне. Вечно подвыпившая медсестра, которая не может сделать укол в вену, всю руку обкалывала. И недовольные молоденькие студентки-медсестрички. К которым бежишь за помощью среди ночи, а на тебя как на дуру. Да еще начинают возмущаться. Приходится ругаться, по другому никак.",ru
"Я приобрела машину в сентябре 2013 года в автосалоне. Выбор сразу пал на нее, потому что во-первых смотрится она прекрасно - как кроссовер, с серебристыми накладками на бампер, пороги и рейлингами на крыше. Во-вторых это увеличенный клиренс, что немаловажно в нашем городе с ужасными дорогами и частным сектором, в котором совсем нет дорог)) С моей работой очень часто приходится ездить в такие пампасы)), что на другой машине я только охала и хваталась за сердце на каждой кочке. Это были два основных критерия. У меня МКП. Цена машины 530 000 рублей+КАСКО.",ru
"Замечательное расположение, супер удобное ! Неожиданно заселили ранее установленного времени. Номер был небольшой, но все продумано, очень чисто, комфортно, персонал очень вежливый. WiFi работает отлично. Завтраки очень качественные, все вкусно и красиво. Прекрасное соотношение цена/качество.",ru
"Проблема осталась За неделю мы заплатили 100 тысяч, а результат - реанимация через пять дней после выписки. Нашу проблему вообще не решали. Мало того, придумали пневмонию! Якобы и рентген показал! Хотя никаких признаков (кашель, дыхание необычное) на было. И только когда МРТ грудной клетки СЛУЧАЙНО показал деструктивный холицисит абсцесса печени, они зашевелились! Срочно перевели в хирургию, поставили дренаж, и врач сказал ""еще немного и было бы поздно"". Однако, через неделю отправили домой, а проблема осталась. Уже после реанимации на скорой, в городской больнице (13), удалили огромный камень, который загораживал протоку. Лечение там продолжается. Если сравнивать с ЦКБ: небо и земля! Итог: ничего хорошего я не могу сказать про больницу на Литовском бульваре. А уж как деньги беззастенчиво высасываются, по-другому не скажешь. Прямо диспансеризацию провели, только что МРТ мизинца не сделали!",ru
"Не советую Первый раз пошли к неврологу в 1 мес., врачом было озвучено, что у ребенка гипертонус нижних конечностей и слабый тонус верхних, прописала Элькар малышке и мне глицин. Также в диагнозе было написано про желтуху, хотя и слова не было сказано об этом. Повторно пошли в 2 мес., опять тот же самый диагноз, опять прописан Элькар, глицин. В 3 мес. история повторилась с диагнозом, но к привычному Элькару и глицину был также добавлен ""для мамы"" Магне б6. На протяжении всего этого времени Элькар я давала ребенку только 2-е недели, потом мы просто перестали засыпать спокойно, но врач продолжала настаивать на том, что Элькар необходимо принимать. Тогда мы проконсультировались с другим врачом (пошли уже по знакомству), который нам сказал, что лечение, назначенное неврологом - назначение некомпетентного врача, который боится лечить ребенка и назначает бесполезные лекарства. Оказалось, что тонус у ребенка в норме, а о желтухе не может быть и речи.",ru
"Прекрасное место !  Любим с друзьями собраться там - покурить сигары , попить виски ) Атмосфера располагает к приятной беседе - не шумно , но весело )",ru
"Если желаете остановиться в недорогом, но уютном отеле, то непременно рассмотрите вариант Байкала. Рядом Ботанический парк, метро тоже не далеко. В 30 метрах расположен продуктовый магазин, шведский стол включен в стоимость, бесплатная камера хранения - все из перечисленного обладает весомым значением в выборе отеля. Минусы: маленькие телевизоры с плохим качеством изображения, матрасы можно поменять, но спать можно (для меня слишком мягкий).",ru
"Из плюсов отмечу только просторный номер и местоположение. В остальном крепкий середнячек, с плохой шумоизоляцией. Завтрак так себе, для такого отеля, такой сети - даже странно. Хотя отель выглядит живописно, этого не отнять.",ru
"буржуи удавятся, денег не дадут. Для них главное это высокая прибыль любой ценой. А что после - хоть трава не расти. Весь смысл тут капитализма налицо. Не тщательные научные исследования, вычисления  разведка на стадии рабочего проектирования , разработка новых экологичных технологий эксплуатационного бурения,  нового оборудования..А химия Холибертон и разрыв пласта в хлам !Россия первая в мире по добыче нефти ! Стала! Какое достижение!  Есть чем хвалиться. И поливать СССР грязью, что они и делают сегодня во всех статьях  и диссертациях всяких лукавых  великих  управленцев -экономистов, и в учебниках тоже. Варварство это. Цена - загубленная уникальная природа, последние чистые островки планеты Земля.Капитализм - дерьмо, тормоз развития прогресса",ru
"ы еще войну вспомните. В 1989-м и 1990-м я был свидетелем того, что дефицит создавался искусственно.  Это трагедия русского народа.Результат социалистического способа хозяйствования.  было такое, да :-(  Ну и где этот виски по 80 рублей?  Дефицит создавался специально для развала СССР,а вы до сих пор такие наивные?  Тогда в Кремле не нашлось мудрого китайца или хромого немца, чтобы порядок в стране навести. Вот именно мудрого, иначе по тогдашним законам- надо было стрелять. И не по одному- за воровство, махинации и саботаж. И за работу на западных спецслужб.   Эти фотки свернуть в трубочку и засунуть одному челу в одно место!   Да",ru
"Правильно не  жемайтийцы , а  жмуды .  разве Латвия через 4 месяца не переходит на евро?  В общем, по сумме предыдущих комментариев, Вы можете нежно любить мосье Стиванда, но воздержитесь от его любимого политического приема, когда личное мнение своих демонов Крылов выдает за факты, а потом базирует на них умопостроения.  ох, не любят! чтоб было понятно, мы были в гостях у супружеской пары, где муж - жемайтиец, а жена - аукштентяйка.  Аукштайты переводятся как верхние, емнип, видимо тут глубокие причины, хехе.  +1По моим оценкам, всё с точностью до наоборот. Наиболее приличная ситуация в Латвии. Потом идет Эстония  -  так, сяк.  И совсем уж сраный кал именно в Литве. Вильнюс сейчас нечто среднее между Рязанью и Костромой.",ru
"Не согласна с мнением Tasha .  Праздновала в Карамели свою свадьбу .  Все прошло очень хорошо .  Все вкусно , это отметили очень многие гости , особенно была довольна мужская половина гостей - все мужчины - НАЕЛИСЬ !  Что так редко бывает в ресторанах на свадьбах .  На столах не было "" пустовато "" как я обычно наблюдаю на свадьбах , т. к. сама свадебный фотограф .  В общем мне есть с чем сравнить .  По поводу окон на хлебозавод - прекрасные окна !  Очень долго можно сидеть в зале без искусственного освещения , чем опять же постоянно страдают рестораны подвального типа ...  Что больше всего ненавижу , так это есть в подвалах ...  В общем - кухня вкусна , обслуживание ненавязчиво , девочки веселые и приветливые , отдельное спасибо менеджеру Наташе , которая курировала наше мероприятие .  Счастливые молодожены , они же свадебные фотографы - Колос Андрей и Ольга .  ЗЫ. мы туда еще вернемся ! :)",ru
"за окном очень шумная улица. вид из окна на облезлую общагу. номер просторный, но распланирован и меблирован абсолютно неразумно. попросил трансфер в аэропорт - не сделали, хотя отель пустой...общее впечатление - неуютно, негостеприимно, некомфортно. от Парк Хаятта ожидаешь совсем другого... плюсы? рядом дорогие магазины и красивый паркповторно не вернусь и другим не советую!",ru
"Согласно финансовой отчетности АО ""Казахтелеком"" за январь-сентябрь 2016 года компания зафиксировала прибыль в размере 63,78 млрд тенге. Данная информация была опубликована на официальном сайте Казахстанской фондовой биржи (KASE), передает kursiv.kz. Согласно отчетности за 3 квартала 2016 года совокупные активы компании составили 466,64 млрд тенге, это на 6,91% больше, по сравнению с показателям на начало года. Следует отметить, что большую часть активов компании в размере 58,14% занимают основные средства, что за анализируемый период сократились на 4,99% до 271,30 млрд тенге. Обязательства Казахтелекома за представленный период сократились на 20,04%, до 115,2 млрд тенге. Из них долгосрочные займы, что составляют 76,6% от всех обязательств, увеличились на 44,6% и определились в размере 88,28 млрд тенге. А краткосрочные займы уменьшились с 34,56 млрд тенге до 26,93 млрд тенге на 22,1%. Капитал компании составил 351,44 млрд тенге, что на 20,2% больше, чем на начало текущего года. Увеличение капитала замечено на фоне роста нераспределенной прибыли компании на 20,3%. За 3 квартала 2016 года доходы компании составили 152,71 млрд тенге, что на 8,61% больше по сравнению с тем же периодом прошлого года. Себестоимость оказанных услуг составили 97,42 млрд тенге, что на 7,7% большое по сравнению с 2015 годом. Так, валовая прибыль определилась в размере 55,29 млрд тенге, что показывает 10,23% рост. Операционная прибыль компании за вычетом всех расходов составила 39,98 млрд тенге, что на 16,49% больше прошлого года. Это удалось достичь на фоне сокращения расходов на реализацию. В Алматинской области открыли новую ГЭС Таким образом, прибыль после уплаты налогов за отчётный период от продолжающейся деятельности определилась в размере 21,58 млрд тенге, а прибыль после налогообложения за период от прекращенной деятельности составила 42,20 млрд тенге. Так, чистая прибыль Казахтелеком на 9 месяцев составила 63,78 млрд тенге. Справка По данным Казахстанской фондовой биржи, акционерами компании «Казахтелеком» являются Sobrio Limited (Рас-эль-Хайма, ОАЭ) - 24,96%, АО «Фонд национального благосостояния «Самрук-Казына» - 52,03%. 30 ноября 2016 года компания Кайрата Сатыбалдыулы Alatau Capital Invest (ACI) приобрела 3,4% Казахтелекома.",ru
"Благодарю врачей Благодарю ""Диамед"" в Марьиной Роще и отдельно врачей неврологии за помощь мне, Паренкову Сергею Ивановичу. Вы мне очень сильно помогли, дай Бог Вам здоровья! Буду советовать Вас своим знакомым.",ru
"Не у каждого человека, увы. При советах у моих родителей была небольшая ЗП - у матери 120 и у отца 160. Так что от получки до получки жили",ru
Благодарность хирургу Самарцеву Большое спасибо хирургу Самарцеву за профессионализм и просто за его человечность. Делал у него операцию по удалению гинекомастии. Результат очень хороший.,ru
Очень благодарен Оказала очень большую помощь в моем благополучном прибывание в поликлинике старшая медицинская сестра Андреева Елена Анатольевна! Побольше в нашей больнице таких отзывчивых порядочных людей! Спасибо большое за оперативную помощь в организации моего лечения!,ru
"Клинику стала посещать по мед страховки Клинику стала посещать по мед. страховки. Обратилась к врачу лор Савицкой Вере Петровне, я от неё осталась в восторге. Т. к. назначено ею лечение мне подошло, а так же, что ещё не мало важно, лекарство которое мне было выписано, по доступным ценам. Есть маленький минус администраторы на ресепшене, очень долго обслуживают.",ru
"Лазерная реконструкция диска Протрузия L5-S1 3, 8 мм. болела только поясница. В Ортоспайне разрекламировали лрмд. хотя в других клиниках ограничивались консервативным лечением. Через 1, 5 года после проведения в этой клинике лрмд L5-S1 стала неметь нога. Вследствие образования рубца, который стал защемлять нерв. Вывод - ЛЮДИ, не лезьте в позвоночник, если на то нет очень веских показаний. Отдала около 40 тр (2010 г.) Развели на деньги, нажились на моём здоровье. Если б знала о том, что грыжи лечат экстракорпоральной ударно-волновой терапией в ""ОДА"". ( правда это очень дорого стоит) не получила бы рубца ДАЖЕ ОТ ИГЛЫ и таких последствий.",ru
"С низким поклоном патогистологу Ануровой Мне 27 лет и у меня обнаружили эпителиойдную саркому ушной раковины, точный диагноз поставила светила патогистологии России Анурова О. А. за, что я ей без мерно благодарен! Ведь верный диагноз это правильное лечение. Путь к выздоровлению! Почему светила? Сам я из Уфы где мне провели три операции (щадящим методом) т. к диагноз ставили доброкачественная опухоль ""хондрома"". Все три раза смотрели разные патогистологи в т. ч главный гистолог Р. Б. и диагноз подтверждали, успокаивая мою бдительность, хотя симптоматика не совпадала (интернет в помощь))) и я решил съездить в хваленую Казань на консультацию. Собрал с больниц все стекла и гистологические блоки (это материал-опухоль кот. после операции укладывают в парафин для долгого хранения) и не прогадал! Только Надежда Василевна (заведующая патогистологии в Казани через нее все проходит перед сдачей на игх) взглянула на стекло и сразу ошарашила, о хондроме речи быть не может! Первая операция - уже было злокачественное образование! Для уточнения нужно игх! Но за две недели так и не смогли поставить точный диагноз! Сославшись на санкции, нет нужных антител! И отправили в Москву к Ануровой объяснив, что такие как я раз в месяц один человек. Игх 5000 руб. взяли с меня ( (. В РОНЦ попав к Ануровой я вообще ошалел! Человек робот! Работает с 7 утра до 8 вечера, фанат своего дела! Сразу сказала с уверенностью в 80% точный диагноз! Который позже на игх 12000 руб. подтвердился! Вот она мозг! Потом проводила в башню к врачу, где меня также тепло встретили и начали оформлять квоту о чём я напишу чуть позже. Вывод! Убедитесь в точности диагноза! Это половина успеха на выздоровления! Не сдавайтесь! Лечитесь! С удовольствием отвечу на вопросы в ответе на отзыв;)",ru
"Современный дизайн-отель. Расположение невероятно удобное. Аэробас останавливается прямо у дверей отель. Площадь Испании в 2-х минутах ходьбы. Рядом выставочный центр Фира. Волшебные фонтаны и Монтжуик в пешей доступности. Остановка Бас- туристик -рядом, на пл. Испании. Номер- стандарт, все устроило. Завтрак полноценный , даже с шампанским",ru
"країнська, мова Русі.   Еще раз: людей ЗАСТАВЛЯЮТ свидомые оккупанты писать вывески на ломаном польском.  Вот и снова проявилось, как только появляется кацапский имперец, то буквально сразу у него прорывается гомосексуальная тема:  в очко .. имел  - вы клоуны даже не замечаете как палитесь.    Я 2 недели назад как из Крыма вернулся, как минимум половина всех вывесок и рекламы на украинском, даже в упоротом Севастополе. Тебе стоит попытаться воспринимать обьективную реальность, а не больные фантазии имперастов.   с тупым кацапьем, совковым быдлом как и с алкашами и бомжами по-людски разговаривать бесполезно  Ну учитыая что  по украински  в Крыму не говорит НИКТО, все вывески на русском (кроме госучерждений) то воспринимать Крым иначе как временно оккупированные гуцулами Русские территории-не приходится.",ru
"С 14-го по 21-е августа были с семьей в Стамбуле. Оставались в Modern Sultan отеле. Оставались в 3-х местном номере. Из окон номера был виден Босфор, так как мы жили на 5-м этаже. Очень понравилось. Очень хороший завтрак, хороший выбор. Понравилась чистота номеров. Местонахождение очень удобное, рядом с Топкапы и Айя Софией. Недалеко находится пристань. И так как это центр города, удобно ехать в торговые центры.",ru
"Если вы собираетесь посвятить время музеям Берлина, лучшего места вам не найти. Музейный остров находится буквально через реку. Также по расположению отель подходит для тех, кто выбирает район Mitte. Недалеко - Александр Плац, и вообще - все недалеко.в районе - хорошие рестораны, галереи, все на расстоянии пешей прогулки. возле отеля - остановка туристического двухэтажного автобуса, перемещающегося по кольцевым маршрутам - луший способ познакомиться с Берлином за пару часов. Также остановка катеров, предлагающих часовые экскурсии по Шпрее.В холле гостинницы, действительно - огромный завораживающий аквариум.Гостинница сама по себе - новая, современная, со всеми удобствами, включая СПА, бассейн, фитнес. Функционально, хотя и не романтично.Ну и, как и остальные гостиницы в Берлине, вполне доступна по цене.буду еще в Берлине, остановлюсь здесь.",ru
"етаю, думал ты нас надолго покинула.. Зопугала тут годовым отсутсвием.  красавцы!  чета я непонял, вы белобрысого тоже себе взяли ?  кайфово !! поздравляю ))  Молодцы! Жаль, лапу порезал...Все фотки называются  найди черную собаку в черном углу  )))  ну клёво..молодцы!  ??N?? ??N???N??? N??µ????N?N??°?¶.???µ?????????? ??????????N?N????  ???°N?N?????N? ?±?°N??°??, N?????N??°N?N?????N?N? ???·?? ??N??µN? N???? .???? N?N??? N??¶?µ N? N??°???°N? ??N???N?N???.???µN? ??N?N?N?????, N???N?N? ?? ???±??N?????N???N??µ, ??N??°?????°))????N?????N?N?N? ???µN?N? ?¶?µ ?? ?µ??N? N??¶?°N????? N? ???°???? ???????µ?·? ??.?????·??N??°??? N?N? N? ?????±?µ???°????",ru
"Первый и последний раз .  Я здесь .  И рекомендация знакомым будет соответствующая .  При всем уважении .  Причины : 1 .  Ответ официантки на вопрос о невероятной медлительности обслуживания был прост : "" Вас четырнадцать , а я - одна "" .  Такой ответ больше ожидаешь услышать где-нибудь в пристанционной забегаловке , а не в ресторане определенного уровня .  Кстати , в зале кроме нашей четырнадцатичеловековой компании было занято не более двух столиков . 2 .  Ладно бы медлительность .  Но - в итоге так и не принести гарнир к горячему ??? Причем после того , как об этом просит клиент , так сказать , напоминает : "" не забудьте , пожалуйста , у меня еще и гарнир был заказан ! "" .  Так как стол был оплачен единым счетом и никто , конечно , не рассматривал что там в нем записано - за гарнир , думается , было заплачено сполна .  Денег за него не жалко - обескураживает опять же отношение к клиенту . 3 .  Официантку действительно можно "" поймать "" только тогда , когда она что-нибудь приносит к столу . 4 .  Но вот что совершенно отбило охоту возвращаться в "" Рыбалку "" , так это - ПОЛНОЕ и Удивительно ПОЛНОВЕСНОЕ игнорирование простого волшебного слова клиента ( проглотившего все НЕДО ... и смирившегося с "" человеческим фактором "" ) на выходе из ресторана : "" ДО СВИДАНИЯ "" !  В ответ : ... тишина и спины .... П. С. Может я чего-нибудь недопонимаю и счет на 1000 еуро - это "" пшик "" для ресторана "" Русская рыбалка "" ?  И поэтому клиент такого уровня - недоклиент ?",ru
"Настоящий мужчина не позволит своей девушке заплатить за себя в ресторане.В России да, в других странах, видимо, по-разному.Однако, настоящим женщинам в России, стремящимся к равноправию, стоит иметь ввиду, что равноправие означает то, что платит тот, кто приглашает.Настоящий мужчина должен быть свиреп и небрежен.Не логичное сочетание с джентльменством и не способностью оскорбить женщину.Настоящий мужчина должен быть щедрым, а не экономить каждую копейку.Правильно, но если он решил экономить, то этим самым он подтвердит свою решительность и настоящесть.Настоящий мужчина должен быть смелым и решительным.Правильно, а настоящая женщина после смелых и решительных поступков никогда не скажет, что надо было с ней посоветоваться.",ru
"Хочу поблагодарить сотрудника Назарову Отличный врач, врач просто от бога. Наблюдалась у нее все 2 беременности. Родила и сына и дочку. Все анализы и УЗИ посмотрит, ничего мимо не пропустит. Всегда назначала грамотное лечение и ничего лишнего. И как детский гинеколог она просто чудо, у меня доча у нее даже особо и не пикнула. Очень мне повезло, что я у нее на участке. Спасибо Вам, Галина Анатольевна, за ваше хорошее отношение к работе и индивидуальный подход к каждой пациентке.",ru
"Мы с мужем часто ходим в этот ресторанчик , ходили обычно всегда в воскресенье вечером-в этот день как правило там тихо , мало народу .  А недавно пришли в пятницу , было если честно немного шумновато ... немного я считаю необдуманно , т. к. в пятницу и в субботу у них живое выступление .  А так , хорошее спокойное заведение , вкусная кухня , напитки .  Хорошее обслуживание , всегда все улыбаются .... Советую сходить , кто не был ...",ru
